HGNC,Ensembl_ID,GSM5584042,GSM5584043,GSM5584044,GSM5584045,GSM5584046,GSM5584047,GSM5584048,GSM5584049,GSM5584050,GSM5584051,GSM5584052
SLC30A9,ENSG00000014824,1218,1125,1576,1175,77,3269,3023,1074,506,451,1657
MTMR11,ENSG00000014914,6,1296,202,1526,4,164,925,699,4280,2192,1
COX15,ENSG00000014919,1337,121,1170,873,1,368,1038,698,172,22,438
CCDC88C,ENSG00000015133,7,324,496,1008,2,4,1142,0,1395,82,11
YAF2,ENSG00000015153,1,0,0,200,2,3,109,2,847,319,212
ZMYND11,ENSG00000015171,1088,119,162,1067,153,815,1336,474,156,41,0
WAS,ENSG00000015285,0,0,0,0,0,0,0,0,11,0,0
DPEP1,ENSG00000015413,0,0,0,0,0,0,0,313,0,0,0
BID,ENSG00000015475,104,449,511,858,641,4641,770,112,1300,5567,6
MATR3,ENSG00000015479,8,13,19,23,15,12,39,0,40,6,75
NPC1L1,ENSG00000015520,0,0,0,0,0,0,0,0,0,0,0
XYLT2,ENSG00000015532,362,389,1,985,0,12,548,64,233,2,161
RGPD5,ENSG00000015568,0,0,0,0,0,0,0,0,0,0,0
STMN4,ENSG00000015592,0,0,0,0,0,1,0,0,0,0,0
NUDCD3,ENSG00000015676,611,1645,687,3399,5005,4626,5420,2411,140,6748,3116
ISL1,ENSG00000016082,0,0,0,0,0,0,136,0,0,169,0
CHDH,ENSG00000016391,1,1,1514,0,0,0,0,0,0,0,0
IL20RA,ENSG00000016402,1442,1357,601,1728,1762,689,2242,876,1472,2397,364
CLCA1,ENSG00000016490,0,0,0,0,0,0,0,0,0,0,0
CLCA4,ENSG00000016602,666,11,43,2484,2335,1800,3071,738,0,1406,357
GLT8D1,ENSG00000016864,1004,1514,25,423,2967,1,895,1043,1393,1913,29
ATP2C1,ENSG00000017260,1841,15,589,1332,707,509,1156,420,363,81,732
IGF1,ENSG00000017427,259,109,42,0,473,0,0,0,497,0,88
SLC38A5,ENSG00000017483,555,455,683,7,918,3288,741,806,41,76,416
RALBP1,ENSG00000017797,6321,4370,2470,16560,11907,7727,11251,2730,2138,8688,4035
RUFY3,ENSG00000018189,376,135,233,1879,12,183,1353,641,387,228,228
CNTN1,ENSG00000018236,0,412,1,202,179,37,278,0,1,0,16
SLC11A1,ENSG00000018280,23,7,7,17,6,1005,13,4,3,13,0
WWTR1,ENSG00000018408,1862,1602,1466,3805,4330,3147,3173,1148,1637,3271,206
AGPS,ENSG00000018510,17,1,3,30,1,924,658,14,801,665,278
ZNF806,ENSG00000018607,0,0,0,0,0,0,0,0,0,0,0
CXorf56,ENSG00000018610,4,267,91,630,1,543,631,206,1,331,405
ATP1A2,ENSG00000018625,2,0,0,1,0,46,38,0,1,16,2
TTC27,ENSG00000018699,795,28,459,517,1317,638,1243,713,1165,2566,98
ZNF582,ENSG00000018869,1,0,0,0,0,0,0,296,0,1,0
VSIG2,ENSG00000019102,0,0,0,975,0,0,44,0,0,0,0
PHLDB1,ENSG00000019144,2,700,384,2220,28,1,24,447,470,1330,311
MARCO,ENSG00000019169,734,0,3,1,0,587,419,545,44,6,0
CYP24A1,ENSG00000019186,0,0,0,0,0,0,0,0,0,0,0
PRDM11,ENSG00000019485,0,0,0,0,0,0,194,0,0,2,9
SYT13,ENSG00000019505,0,0,0,0,0,0,53,0,0,0,0
SNAI2,ENSG00000019549,1960,1009,378,1649,3326,4594,4901,1181,818,1959,715
CD74,ENSG00000019582,35613,38250,18086,80301,57860,67572,55824,44836,69393,68831,22079
HGF,ENSG00000019991,2,1,8,5,1,0,242,503,0,4023,0
ZRANB1,ENSG00000019995,271,514,0,2,631,1,307,189,1265,402,110
NCDN,ENSG00000020129,24,390,4,0,793,871,7,0,6,238,0
ADGRA2,ENSG00000020181,358,192,250,164,104,1,317,185,937,201,236
CCT8L1P,ENSG00000020219,0,0,0,0,0,0,0,0,0,0,0
ZFP64,ENSG00000020256,1675,104,5,863,0,2550,1153,0,1,659,1689
MNAT1,ENSG00000020426,403,84,0,365,261,496,186,192,385,138,0
SAMD4A,ENSG00000020577,2,0,1,1,11,1,255,0,12,16,385
RUNX3,ENSG00000020633,2,565,0,4,20,820,149,29,0,1,27
MRE11,ENSG00000020922,140,165,148,611,790,311,320,463,1,1949,577
PLEKHB1,ENSG00000021300,3,33,19,3,3,1,2890,0,0,2,754
SERPINB1,ENSG00000021355,933,957,318,293,38,1378,2516,1033,5,1518,1121
CYP3A43,ENSG00000021461,0,0,0,0,0,0,1,0,0,0,1
SLC7A9,ENSG00000021488,0,0,26,0,0,0,0,0,0,0,0
SPAST,ENSG00000021574,2,8,0,4,26,5,34,0,0,885,64
NRXN3,ENSG00000021645,0,1,0,852,5,0,60,0,0,857,36
OSBPL5,ENSG00000021762,1,288,478,723,367,3,226,547,0,616,852
AQR,ENSG00000021776,2225,1655,739,2349,361,1651,2075,630,1347,1433,1494
CPS1,ENSG00000021826,120,63,4,3,4,63,70,324,1,30,0
C8B,ENSG00000021852,0,0,0,0,0,0,0,0,0,0,11
FHL1,ENSG00000022267,3162,7553,3715,4318,2462,15277,11382,4702,10797,10488,1505
RTF2,ENSG00000022277,3598,2605,298,8587,3983,5152,7375,1412,3062,2988,2959
GABRA1,ENSG00000022355,0,0,0,0,0,0,0,0,0,3,0
NLRP2,ENSG00000022556,1,0,1,1,0,0,2,161,474,1335,47
SLC45A4,ENSG00000022567,0,0,0,415,11,0,140,0,0,0,0
RNF10,ENSG00000022840,959,1366,297,2481,1451,444,911,1786,2699,5467,303
ZNF839,ENSG00000022976,0,60,3,0,0,0,9,0,0,785,0
ZDHHC6,ENSG00000023041,673,1428,5,3428,3,1220,1172,1055,1,1947,530
GRAMD1B,ENSG00000023171,0,0,0,0,1,0,2,0,0,0,0
RNH1,ENSG00000023191,26860,13019,11442,34437,35253,39517,36480,12971,23487,30604,13594
NDUFS1,ENSG00000023228,1232,3008,1474,1021,2604,888,6373,846,1634,447,1722
RB1CC1,ENSG00000023287,703,1161,299,2063,2536,1017,2387,356,1544,2408,249
ERP44,ENSG00000023318,1250,14,73,2599,1951,4138,1836,572,21,4141,1256
ALAS1,ENSG00000023330,374,1166,832,5455,2684,230,4230,67,2219,1573,941
BIRC3,ENSG00000023445,760,925,144,6,1106,187,344,35,247,735,119
AKAP11,ENSG00000023516,130,133,0,335,1,1368,0,39,0,1017,0
GLRX2,ENSG00000023572,247,187,186,43,450,769,799,120,48,274,285
SNAPC1,ENSG00000023608,350,21,87,596,86,30,1,111,0,15,265
DERA,ENSG00000023697,420,4,120,115,823,1438,1029,435,307,978,124
STRAP,ENSG00000023734,1345,1366,877,2879,2369,3550,3763,1917,3959,3917,889
ABCC2,ENSG00000023839,0,0,4,69,1389,0,1,0,1,0,0
DEF6,ENSG00000023892,602,1420,1275,35,4347,8,6607,879,3136,7193,230
PLEKHO1,ENSG00000023902,205,270,171,342,252,1,201,0,660,1,165
GCLM,ENSG00000023909,441,66,324,155,0,0,172,0,2,1301,79
UBR2,ENSG00000024048,581,1227,169,1214,1607,2168,2370,369,16,920,1484
EHD2,ENSG00000024422,1244,2206,401,448,1286,1093,2741,1063,1433,2380,1205
DEPDC1,ENSG00000024526,0,0,0,0,0,0,0,0,0,0,0
CCDC28A,ENSG00000024862,696,112,702,460,519,509,359,270,3,104,319
RRAGD,ENSG00000025039,2,1,63,3,181,0,492,528,597,24,216
HSF2,ENSG00000025156,18,113,2,2,3112,4,1206,1,75,1019,459
PHF20,ENSG00000025293,92,1937,262,967,3331,1270,4269,983,635,1248,1554
HSD17B6,ENSG00000025423,0,0,517,0,1,1,71,23,0,0,1
NR1H3,ENSG00000025434,223,97,267,689,0,882,407,411,0,4560,0
TYMP,ENSG00000025708,87,447,696,19,2232,8,94,102,1,391,269
NCAPH2,ENSG00000025770,775,135,2201,1525,4025,6310,4608,718,746,10198,1329
TOMM34,ENSG00000025772,2706,4,814,2316,1777,1837,1126,2,3101,444,261
SEC63,ENSG00000025796,241,490,249,352,936,641,1480,817,322,3947,305
KPNA6,ENSG00000025800,4917,1680,1406,2128,1794,2596,7347,512,2069,5538,1520
VIM,ENSG00000026025,2797,6633,4227,7178,3892,7943,6235,3694,8442,11561,2157
RTEL1-TNFRSF6B,ENSG00000026036,0,0,0,0,0,0,0,0,0,0,0
FAS,ENSG00000026103,272,546,823,907,1743,63,546,312,46,3211,319
RNASET2,ENSG00000026297,615,692,698,1669,2191,478,827,534,1470,2534,810
CD44,ENSG00000026508,11834,9127,9865,18913,18217,20994,16126,10170,7551,26434,8730
KCNG1,ENSG00000026559,0,0,0,0,0,0,0,0,0,0,0
AGPAT4,ENSG00000026652,33,2,905,3,2,836,193,0,2744,597,0
SLAMF7,ENSG00000026751,11,7,6,238,15,889,471,3,6,6,9
BTN3A1,ENSG00000026950,88,49,4,1560,2540,7,6,5,97,1438,564
MIPEP,ENSG00000027001,1274,756,1107,1872,2491,3653,2678,672,2498,3694,1081
PRKCH,ENSG00000027075,1385,85,843,846,93,5,824,440,867,3396,584
INSRR,ENSG00000027644,0,0,0,0,0,0,0,0,0,0,0
IFNGR1,ENSG00000027697,2776,1351,2327,3250,3473,3992,5432,2238,3079,5492,2434
B4GALT7,ENSG00000027847,310,77,0,0,1,403,180,104,6,419,409
SH2D2A,ENSG00000027869,1,0,0,1,0,0,1,0,0,0,0
VRK2,ENSG00000028116,163,291,8,985,465,385,1074,267,0,2089,648
TNFRSF1B,ENSG00000028137,32,517,4,42,1974,803,12,518,758,11,583
VEZT,ENSG00000028203,664,973,82,1496,1368,841,3467,900,826,3935,969
POU2F2,ENSG00000028277,0,4,0,0,1,1,4,0,0,577,0
BRD9,ENSG00000028310,135,130,103,69,1,0,364,435,1831,261,581
SNX1,ENSG00000028528,794,872,318,605,1513,1647,613,1163,1269,90,427
TBPL1,ENSG00000028839,8,18,1,727,15,764,802,270,0,2,326
ARNTL2,ENSG00000029153,462,1,282,520,0,0,4,88,0,3,6
BCLAF1,ENSG00000029363,221,1317,425,2108,485,1795,1036,645,90,1775,1102
SLC39A9,ENSG00000029364,82,1387,1048,2485,620,1440,579,938,1669,3329,490
ANK1,ENSG00000029534,0,0,0,0,0,0,297,0,0,1,0
IBSP,ENSG00000029559,0,0,0,0,0,0,0,0,0,0,0
TFB1M,ENSG00000029639,1164,1,719,10,894,0,88,666,798,948,238
RABEP1,ENSG00000029725,46,103,350,387,1693,3500,701,325,107,26,974
HMGB3,ENSG00000029993,266,243,202,704,2,699,596,576,241,1630,78
NUP160,ENSG00000030066,877,1882,572,895,68,732,923,159,12,2857,1634
BAK1,ENSG00000030110,86,113,0,793,8,68,728,472,3,15,155
MUSK,ENSG00000030304,1,0,0,0,0,0,380,10,2,127,0
IKZF2,ENSG00000030419,1,58,22,1494,18,0,370,153,1,459,41
GRN,ENSG00000030582,13795,11466,8528,18865,31980,16243,29634,17338,17519,49941,13225
FAM13B,ENSG00000031003,1,155,35,165,1333,16,31,84,0,7,1
ARHGAP31,ENSG00000031081,33,10,56,1657,533,965,1193,294,463,1375,856
CENPQ,ENSG00000031691,2,0,0,0,0,0,30,0,0,119,1
SARS,ENSG00000031698,6497,6587,3668,11228,6865,4761,14079,5675,3569,11560,4207
RANBP3,ENSG00000031823,2,27,194,270,1,489,5,68,513,1,17
ARID4A,ENSG00000032219,431,175,232,1412,869,235,797,808,224,4006,495
EIPR1,ENSG00000032389,1010,628,713,3486,2369,2724,994,3,53,5073,1371
PNPLA6,ENSG00000032444,11,142,2,448,0,1006,0,450,0,10,0
IFT88,ENSG00000032742,1139,56,1,3,232,448,4,0,2,292,0
ALG1,ENSG00000033011,2371,0,197,1812,1042,1913,1051,388,2,28,648
ZCCHC8,ENSG00000033030,7,169,211,428,3,1172,539,1025,0,1367,675
ABCF2,ENSG00000033050,322,848,129,1325,965,1194,648,592,2,1232,1019
CHPF2,ENSG00000033100,31,4,0,4,26,0,27,74,11,197,153
LRRC7,ENSG00000033122,0,0,0,0,0,0,0,0,0,0,0
FUT8,ENSG00000033170,0,345,44,2,2,124,1344,120,1094,1543,0
UBA6,ENSG00000033178,247,436,64,785,643,716,524,1,5,889,579
GAB2,ENSG00000033327,143,31,864,3,472,1,260,64,0,1920,563
ATP6V0A1,ENSG00000033627,53,850,1123,1902,2398,262,1525,2449,1298,5,1418
PIAS1,ENSG00000033800,2548,1165,1420,2867,3347,1413,4159,1190,3,5407,1893
SLC4A7,ENSG00000033867,54,304,0,59,5,0,68,11,0,17,0
APBA2,ENSG00000034053,114,0,2,1,0,1,6,0,0,1,0
MAP2K3,ENSG00000034152,3325,821,1317,4849,2875,1016,1700,837,1102,1621,1640
EFCAB1,ENSG00000034239,0,0,0,0,0,0,0,152,1,0,0
TMSB10,ENSG00000034510,9782,14762,8708,17512,21995,32987,22178,12184,23966,24778,7120
ASTE1,ENSG00000034533,14,6,658,627,50,2,1271,1,0,2725,0
RNF19A,ENSG00000034677,1750,1839,2545,1285,2047,758,4517,306,1080,5123,1149
PEX3,ENSG00000034693,442,19,56,248,1,349,935,267,109,979,175
GABARAPL2,ENSG00000034713,3504,3200,642,7403,5265,3895,8441,4576,2978,6528,5391
MYOC,ENSG00000034971,859,1,3,1,1,2625,503,0,0,784,0
SH3YL1,ENSG00000035115,403,994,542,1327,0,2162,367,833,12,1978,1097
FAM136A,ENSG00000035141,372,1001,483,1159,2849,2310,1742,228,3799,1967,1170
VCL,ENSG00000035403,2774,2414,3305,2001,706,2669,1799,2290,2994,2460,871
DEPDC1B,ENSG00000035499,496,0,0,0,0,1,0,0,0,57,35
DAPK2,ENSG00000035664,0,15,502,14,1,0,68,683,0,2,286
NSMAF,ENSG00000035681,47,558,43,1099,325,1,1107,467,0,1228,1500
ADSS,ENSG00000035687,1,245,285,334,261,148,346,163,8,948,5
STAP1,ENSG00000035720,2,62,0,0,0,0,0,0,0,0,0
TIMP2,ENSG00000035862,633,1978,919,2460,484,844,1766,1338,3051,4897,285
RFC1,ENSG00000035928,1426,1142,673,1351,3157,1959,1334,130,2171,5613,868
TBC1D23,ENSG00000036054,339,1685,155,3459,843,587,2434,1236,845,2673,368
CUL3,ENSG00000036257,490,656,172,1203,703,0,659,367,703,4742,405
MYOM2,ENSG00000036448,6,90,367,2002,2185,3169,601,984,968,0,2
OTC,ENSG00000036473,0,0,0,0,0,0,0,0,0,0,0
CYP46A1,ENSG00000036530,0,0,0,0,0,0,0,0,0,16,59
AC118549.1,ENSG00000036549,421,58,1,33,1660,2,1863,909,1,444,430
SLC18A1,ENSG00000036565,0,0,167,0,0,0,0,0,139,0,0
USP2,ENSG00000036672,152,393,1,223,106,1,950,1210,1371,8,648
CASR,ENSG00000036828,0,0,0,0,0,1,0,0,0,0,0
TUBG2,ENSG00000037042,1293,1113,10,119,31,147,221,300,32,896,163
RPL26L1,ENSG00000037241,139,168,68,535,29,685,613,7,496,291,70
FLT4,ENSG00000037280,192,0,0,1,0,1,0,0,0,0,0
NSUN2,ENSG00000037474,170,782,793,405,369,358,903,596,2226,321,2530
FBXO42,ENSG00000037637,12,197,425,3254,381,532,5505,10,4,4169,1905
MFAP3,ENSG00000037749,1,0,27,706,1,0,129,0,0,0,244
MRI1,ENSG00000037757,765,1,10,707,387,600,800,355,65,20,183
METTL1,ENSG00000037897,1087,2,524,588,1098,2284,69,53,1013,33,486
HOXC8,ENSG00000037965,0,0,0,0,0,0,0,0,0,0,0
AGA,ENSG00000038002,896,1031,596,1096,5259,1299,1614,1,2000,5193,1330
PI4K2B,ENSG00000038210,100,15,1,1,1,0,227,0,0,30,1
BOD1L1,ENSG00000038219,349,184,242,868,2070,437,715,303,494,240,590
MAT2B,ENSG00000038274,1152,291,663,3716,1978,1855,4542,1348,1380,5539,1839
TLL1,ENSG00000038295,8,323,0,0,55,0,201,0,0,1637,0
EDC4,ENSG00000038358,0,2,231,164,523,1,0,0,90,0,355
TRIO,ENSG00000038382,45,828,177,58,50,1842,638,1,3,1710,65
VCAN,ENSG00000038427,1776,4822,790,1381,3482,6055,4653,2317,5245,7040,1194
CLEC16A,ENSG00000038532,526,3,0,2,1361,1978,732,113,0,1964,3
MSR1,ENSG00000038945,0,0,0,0,0,0,0,0,2,0,3
CDH1,ENSG00000039068,3750,3704,1786,8167,2610,1949,6184,1633,1695,6282,2530
MTREX,ENSG00000039123,66,619,468,90,1568,1749,451,102,6,1692,1
DNAH5,ENSG00000039139,0,0,0,92,0,0,1,0,0,0,0
ZFYVE16,ENSG00000039319,2,321,279,533,276,1,20,221,95,96,325
RIPOR1,ENSG00000039523,872,2,317,360,0,128,0,0,320,464,519
C6,ENSG00000039537,0,580,1,0,0,0,1,0,0,4,0
RAI14,ENSG00000039560,1185,551,0,136,2376,2477,592,43,1070,722,214
SOX30,ENSG00000039600,0,0,0,0,0,0,40,0,0,0,1
PNKP,ENSG00000039650,6,263,167,586,1,721,792,15,0,1344,110
BEST2,ENSG00000039987,921,1075,1,5,1187,1697,512,0,0,1,0
PHLPP2,ENSG00000040199,0,0,0,1,0,0,1,0,28,844,1
SPDL1,ENSG00000040275,0,138,1,0,2,1000,370,21,2,2,98
STAU2,ENSG00000040341,22,389,409,80,836,2089,1216,198,71,1916,121
PQLC2,ENSG00000040487,982,51,0,65,116,0,4,20,3403,3,1
CTNS,ENSG00000040531,0,654,1,0,1,1,461,0,921,1361,39
RTN4R,ENSG00000040608,734,0,1,1,190,902,0,0,3,2,228
PHF23,ENSG00000040633,22,4,114,831,0,0,21,1,0,0,6
CDH10,ENSG00000040731,0,0,0,0,0,0,0,0,0,0,18
INPP4A,ENSG00000040933,3,0,29,0,392,1,43,0,0,119,0
RAB27B,ENSG00000041353,240,94,335,389,2,0,514,332,12,1100,634
PSMA4,ENSG00000041357,1274,1704,1830,7448,3702,7492,6881,3195,2470,8534,2500
MYO16,ENSG00000041515,0,0,175,0,0,1540,70,0,0,0,0
LSG1,ENSG00000041802,780,74,1246,57,691,2357,3056,606,965,2761,1040
PARP3,ENSG00000041880,1,916,226,0,1,0,25,0,1,6,1
TNC,ENSG00000041982,1583,586,98,100,225,3,1032,771,805,3216,0
THAP3,ENSG00000041988,1216,442,3,915,77,2,1316,30,1211,1139,382
RIPOR3,ENSG00000042062,0,0,0,0,5,0,44,0,166,3,35
TDP1,ENSG00000042088,738,1,335,1170,1165,1,4,595,161,1667,1
AIFM2,ENSG00000042286,0,1039,1,328,506,1,300,0,0,2,0
C2orf83,ENSG00000042304,0,0,0,0,0,0,0,0,0,0,0
SPATA7,ENSG00000042317,0,1,4,296,0,978,465,0,52,0,386
MED17,ENSG00000042429,269,0,66,56,350,282,287,37,285,582,97
RETSAT,ENSG00000042445,2028,552,336,3664,2902,3091,3272,8,3765,2164,1885
CAPG,ENSG00000042493,12229,10731,6972,14311,26966,19264,22783,13017,18137,24581,8790
AP2S1,ENSG00000042753,866,520,959,845,1902,1639,1935,1093,1225,2058,369
USH2A,ENSG00000042781,0,0,59,7,0,0,78,0,0,0,0
ZPBP,ENSG00000042813,0,0,0,0,0,0,0,0,0,36,0
TG,ENSG00000042832,2,0,0,23,9,0,743,0,302,2150,0
ADAM28,ENSG00000042980,733,2,40,2,1202,1,580,133,1,93,124
BARX2,ENSG00000043039,585,53,153,248,96,147,311,164,42,714,135
DCUN1D1,ENSG00000043093,474,126,61,2159,654,1078,897,130,442,970,50
JADE2,ENSG00000043143,248,256,0,25,869,32,190,0,0,562,32
ZIC2,ENSG00000043355,0,0,0,0,0,0,12,0,0,0,0
LCP2,ENSG00000043462,92,2,248,5,2,1,3,1,1662,358,789
TRIT1,ENSG00000043514,40,249,3,1482,326,18,766,437,1,1927,298
ADRB1,ENSG00000043591,303,0,102,1,0,1,0,0,0,0,0
GUCA2B,ENSG00000044012,0,0,0,0,0,0,277,0,0,0,0
CUL7,ENSG00000044090,749,21,561,2,1046,368,425,60,0,525,291
CTNNA1,ENSG00000044115,3881,8903,6043,12713,14477,16074,12477,6417,10520,18980,5547
PHKA2,ENSG00000044446,353,1,1,564,9,0,1480,382,2,1,156
CNTLN,ENSG00000044459,689,30,1,144,0,137,40,58,1,175,73
EPHA3,ENSG00000044524,0,0,0,0,0,0,0,0,23,0,60
HSPA5,ENSG00000044574,10338,6543,4213,12002,14288,12498,13852,7286,6172,26781,5712
DSG2,ENSG00000046604,631,74,1096,0,445,0,393,3,0,1635,704
GEMIN8,ENSG00000046647,200,677,239,3,1,1318,1579,242,1187,680,355
OFD1,ENSG00000046651,180,660,421,70,1496,194,1991,843,36,4034,936
GPM6B,ENSG00000046653,2814,217,1062,782,436,2,4611,316,809,3052,265
MAGEC2,ENSG00000046774,0,0,0,0,0,0,0,0,0,0,0
PREX2,ENSG00000046889,0,0,19,247,0,2,0,0,0,41,0
WDR37,ENSG00000047056,1501,0,20,109,2,2,199,358,821,728,33
YTHDC2,ENSG00000047188,68,3,0,970,1725,32,295,28,169,562,0
CTPS2,ENSG00000047230,3,103,0,383,730,0,16,0,1,1341,292
ATP6V1H,ENSG00000047249,1717,112,285,4028,994,2,3464,1046,938,2455,1260
POLR2B,ENSG00000047315,1775,232,1213,2082,1171,5495,3013,334,3,3968,872
FAM214A,ENSG00000047346,1,106,745,178,3,0,1085,236,223,1134,8
ARAP2,ENSG00000047365,4,35,86,1254,1156,0,1493,93,366,884,443
TPR,ENSG00000047410,2470,2302,1414,4701,3329,923,6186,1250,3102,9044,731
CP,ENSG00000047457,693,0,22,26,363,1,183,94,17,30,1
KIAA0556,ENSG00000047578,71,0,1,265,1,0,202,0,0,1222,6
DTNBP1,ENSG00000047579,10,2,533,368,83,407,834,401,2,379,103
XK,ENSG00000047597,0,0,0,0,0,0,0,0,0,0,0
ANO2,ENSG00000047617,0,0,7,0,0,103,0,0,4,0,0
C12orf4,ENSG00000047621,644,0,1,1,3,89,803,26,0,9,49
SCML1,ENSG00000047634,626,244,447,1359,16,0,462,2,229,768,109
WWC3,ENSG00000047644,1391,1019,1196,160,9,514,2020,1,1081,3346,893
ARHGAP6,ENSG00000047648,20,0,0,0,0,0,0,0,352,0,2
FAM184B,ENSG00000047662,0,0,7,0,0,0,232,0,796,0,0
MAP4,ENSG00000047849,3413,2558,2382,7128,6938,6929,3625,1199,2926,4451,3474
GOPC,ENSG00000047932,281,273,132,361,1349,223,998,153,207,525,369
ROS1,ENSG00000047936,0,0,8,0,0,0,5,0,0,0,0
USP28,ENSG00000048028,0,58,3,1,1255,1443,738,3,60,5,308
HDAC9,ENSG00000048052,1,0,70,3,454,3,69,54,3,205,1
TSPAN17,ENSG00000048140,3,128,1,56,0,764,251,1,1,1,130
NOP16,ENSG00000048162,273,417,667,1380,1152,3684,1602,1139,161,3864,416
CC2D2A,ENSG00000048342,0,0,1,3,181,0,759,0,0,62,0
RRM2B,ENSG00000048392,1,67,1,205,670,76,36,122,161,655,49
ZNF800,ENSG00000048405,1172,1063,292,1368,76,1489,1038,103,891,969,216
TNFRSF17,ENSG00000048462,0,1,0,0,0,0,0,0,1,0,1
SNX29,ENSG00000048471,228,577,771,184,3872,1963,1544,320,1264,3342,1346
LMO3,ENSG00000048540,0,0,0,483,55,0,1,0,0,0,0
MRPS10,ENSG00000048544,233,132,505,1431,151,1588,1468,487,1620,367,892
GUCA1A,ENSG00000048545,0,0,0,0,0,0,0,0,0,0,0
RSF1,ENSG00000048649,1843,727,333,3156,2096,1346,3533,253,631,2255,499
VPS13D,ENSG00000048707,68,108,1030,2675,1241,1080,4838,2688,1444,5337,781
CELF2,ENSG00000048740,288,476,515,12,371,1389,2614,1594,1196,1193,1276
FAM120A,ENSG00000048828,344,333,248,466,891,320,1566,165,2,738,370
R3HDM1,ENSG00000048991,19,1,221,7,173,5,447,0,258,300,46
COL9A2,ENSG00000049089,0,0,0,0,0,0,170,0,0,0,0
KITLG,ENSG00000049130,3,0,327,38,0,0,13,181,76,2968,60
ERCC8,ENSG00000049167,496,3,651,295,12,535,602,722,343,1,16
ADAMTS6,ENSG00000049192,0,0,0,0,0,0,0,0,0,343,1
H6PD,ENSG00000049239,3729,2454,2504,2870,5915,1147,3273,430,2670,7205,2778
VAMP3,ENSG00000049245,1680,450,1364,3206,1898,1479,2265,744,1821,3967,788
PER3,ENSG00000049246,10,274,250,1069,548,180,2031,452,457,4073,1101
UTS2,ENSG00000049247,0,0,0,0,0,0,0,0,0,0,0
TNFRSF9,ENSG00000049249,1,0,0,1082,284,0,1,0,0,2,1
EPN3,ENSG00000049283,160,0,15,589,0,53,198,78,13,0,41
LTBP1,ENSG00000049323,1602,1953,513,1227,3215,4,3286,849,6248,1923,630
RCN1,ENSG00000049449,774,216,149,469,769,1685,1005,44,208,753,615
ELN,ENSG00000049540,2,425,3,102,1,482,567,442,12,730,38
RFC2,ENSG00000049541,2425,1153,388,3706,3520,3213,3822,893,426,1477,1865
ARID1B,ENSG00000049618,993,1064,300,2624,1260,250,1609,204,343,3912,1409
CLPTM1L,ENSG00000049656,168,1121,77,1590,1,566,581,217,1206,2768,158
NEDD4L,ENSG00000049759,695,249,139,95,967,2,51,0,355,278,622
FOXP3,ENSG00000049768,0,0,0,0,0,0,0,0,0,0,0
PPP1R3F,ENSG00000049769,0,0,0,386,0,0,185,189,0,60,0
HEXB,ENSG00000049860,908,2014,1426,5547,4304,3766,3103,3144,2676,4410,3031
PTCD2,ENSG00000049883,440,1,566,675,94,1,793,137,2,2,4
NEXMIF,ENSG00000050030,0,1,0,0,1,0,0,287,0,1,0
JKAMP,ENSG00000050130,723,1666,197,1317,543,391,847,931,1019,3545,732
DKK3,ENSG00000050165,2735,1761,603,3879,3033,9068,1527,3996,21,4036,2317
ARHGEF5,ENSG00000050327,18,2,2,586,964,38,127,2,1,845,316
NFE2L3,ENSG00000050344,1,262,0,0,0,0,1,0,0,351,299
MCUR1,ENSG00000050393,1302,1873,1232,1935,3396,3586,2195,1245,1625,2754,988
LIMA1,ENSG00000050405,3507,102,743,1421,1121,2093,4811,801,1583,786,1096
LETMD1,ENSG00000050426,4,781,4,1990,1779,1676,773,29,1024,1521,939
SLC4A8,ENSG00000050438,0,0,0,1,0,0,0,0,8,0,1
LAMC3,ENSG00000050555,69,779,1,2,62,1,0,690,713,1522,335
PTGER3,ENSG00000050628,1120,413,4,434,1252,1058,1240,31,540,1902,656
TNIP3,ENSG00000050730,0,0,0,0,0,0,97,0,1,0,0
MAPK9,ENSG00000050748,1,0,100,103,0,33,1429,17,0,11,274
COL23A1,ENSG00000050767,0,0,0,0,0,1,0,0,0,0,0
BCAR1,ENSG00000050820,0,320,0,174,660,0,14,0,1,99,0
FAM160A2,ENSG00000051009,176,1,2,604,3,0,58,0,0,857,42
HERPUD1,ENSG00000051108,10504,9489,8591,7731,11122,8805,13901,3193,7957,16986,8507
HOMER3,ENSG00000051128,88,1,0,96,1,2,143,218,0,0,80
RAD51,ENSG00000051180,0,0,16,119,0,57,0,0,0,0,21
POLQ,ENSG00000051341,0,0,69,74,155,0,82,0,0,2,0
PIK3CB,ENSG00000051382,709,125,455,183,119,1208,1244,2,366,45,349
CYBA,ENSG00000051523,17,741,110,103,66,500,18,120,505,451,163
THOC3,ENSG00000051596,215,110,188,144,158,103,129,225,268,357,149
HEBP2,ENSG00000051620,148,660,169,1016,1456,865,759,531,92,2158,308
MPHOSPH9,ENSG00000051825,1,3,1,233,1,1,38,0,0,1,0
PLEKHA5,ENSG00000052126,580,1540,425,4389,2008,994,1177,514,96,1828,618
PRSS8,ENSG00000052344,4496,1679,2035,8916,11313,7133,14462,5297,3436,15415,2104
SIKE1,ENSG00000052723,226,319,337,2,1682,1996,1435,167,1,2135,870
RRP12,ENSG00000052749,239,2,8,267,1211,2777,294,0,1,2482,1345
FNIP2,ENSG00000052795,433,452,671,62,722,0,436,153,2,1373,0
